timestamp,open,high,low,close,volume
2025-11-10 04:44:00,677.3700,677.3900,677.3400,677.3900,1823
2025-11-10 04:45:00,677.3200,677.3300,677.3000,677.3000,815
2025-11-10 04:46:00,677.3400,677.4200,677.3400,677.4100,1279
2025-11-10 04:47:00,677.4300,677.4300,677.4300,677.4300,100
2025-11-10 04:48:00,677.4100,677.5100,677.4100,677.5100,410
2025-11-10 04:49:00,677.4900,677.6500,677.4500,677.6300,2024
2025-11-10 04:50:00,677.6500,677.7000,677.6500,677.6500,2006
2025-11-10 04:51:00,677.7200,677.7200,677.6900,677.7000,875
2025-11-10 04:52:00,677.6500,677.6500,677.6100,677.6500,383
2025-11-10 04:53:00,677.7000,677.7000,677.6500,677.6500,6005
2025-11-10 04:54:00,677.6200,677.6400,677.6100,677.6300,978
2025-11-10 04:55:00,677.6000,677.6500,677.6000,677.6100,4692
2025-11-10 04:56:00,677.5700,677.5700,677.4500,677.4500,400
2025-11-10 04:57:00,677.5100,677.5200,677.4600,677.4900,989
2025-11-10 04:58:00,677.6200,677.6200,677.6200,677.6200,200
2025-11-10 05:00:00,677.6200,677.6200,677.5800,677.5800,180
2025-11-10 05:01:00,677.5000,677.5000,677.3900,677.3900,344
2025-11-10 05:02:00,677.3700,677.3700,677.3700,677.3700,100
2025-11-10 05:03:00,677.4600,677.5500,677.4400,677.4500,776
2025-11-10 05:04:00,677.5800,677.5800,677.5800,677.5800,60
2025-11-10 05:05:00,677.6100,677.6200,677.6100,677.6200,648
2025-11-10 05:06:00,677.5500,677.5500,677.5500,677.5500,100
2025-11-10 05:07:00,677.5200,677.5200,677.5200,677.5200,100
2025-11-10 05:08:00,677.4500,677.4600,677.4500,677.4500,360
2025-11-10 05:09:00,677.5200,677.5200,677.5200,677.5200,100
2025-11-10 05:10:00,677.4700,677.6600,677.4700,677.6100,764
2025-11-10 05:11:00,677.5800,677.5800,677.5400,677.5400,179
2025-11-10 05:12:00,677.5700,677.5700,677.5700,677.5700,50
2025-11-10 05:13:00,677.5700,677.5700,677.5300,677.5300,300
2025-11-10 05:14:00,677.5500,677.5900,677.4900,677.4900,575
2025-11-10 05:16:00,677.5800,677.5800,677.5800,677.5800,280
2025-11-10 05:18:00,677.6700,677.6800,677.5900,677.5900,730
2025-11-10 05:19:00,677.6600,677.6600,677.6600,677.6600,60
2025-11-10 05:20:00,677.6700,677.6700,677.6400,677.6500,2070
2025-11-10 05:21:00,677.5000,677.5500,677.5000,677.5400,577
2025-11-10 05:22:00,677.5900,677.6400,677.5900,677.5900,760
2025-11-10 05:23:00,677.5900,677.5900,677.5900,677.5900,802
2025-11-10 05:25:00,677.4600,677.4600,677.4600,677.4600,100
2025-11-10 05:26:00,677.5000,677.5000,677.4900,677.4900,150
2025-11-10 05:28:00,677.5000,677.5600,677.4400,677.4400,1529
2025-11-10 05:30:00,677.4800,677.5400,677.4800,677.5400,503
2025-11-10 05:31:00,677.5400,677.5500,677.5400,677.5500,595
2025-11-10 05:32:00,677.5800,677.5900,677.5800,677.5800,300
2025-11-10 05:33:00,677.5300,677.5300,677.5300,677.5300,80
2025-11-10 05:34:00,677.5500,677.5500,677.5500,677.5500,100
2025-11-10 05:35:00,677.5300,677.6600,677.5300,677.6500,1447
2025-11-10 05:36:00,677.7200,677.7600,677.7100,677.7500,1320
2025-11-10 05:37:00,677.6600,677.6600,677.6500,677.6600,490
2025-11-10 05:40:00,677.7200,677.8000,677.7100,677.7100,1235
2025-11-10 05:41:00,677.7600,677.7800,677.7600,677.7800,180
2025-11-10 05:42:00,677.7800,677.7800,677.7800,677.7800,100
2025-11-10 05:43:00,677.7000,677.7000,677.7000,677.7000,141
2025-11-10 05:44:00,677.6700,677.6700,677.6700,677.6700,80
2025-11-10 05:45:00,677.6400,677.6400,677.6400,677.6400,80
2025-11-10 05:46:00,677.6200,677.6700,677.6200,677.6700,188
2025-11-10 05:47:00,677.6800,677.6800,677.6800,677.6800,69
2025-11-10 05:48:00,677.6900,677.6900,677.6900,677.6900,48
2025-11-10 05:49:00,677.5600,677.5600,677.5600,677.5600,50
2025-11-10 05:50:00,677.5500,677.5500,677.4000,677.4000,710
2025-11-10 05:51:00,677.4000,677.4000,677.3600,677.3600,949
2025-11-10 05:52:00,677.3500,677.5000,677.3500,677.5000,1103
2025-11-10 05:53:00,677.3500,677.4300,677.3000,677.4300,2275
2025-11-10 05:54:00,677.5000,677.5300,677.4600,677.5300,846
2025-11-10 05:55:00,677.4900,677.4900,677.4900,677.4900,90
2025-11-10 05:56:00,677.5000,677.5000,677.3900,677.3900,270
2025-11-10 05:57:00,677.3400,677.4000,677.3400,677.4000,140
2025-11-10 05:59:00,677.5100,677.5100,677.3600,677.3800,482
2025-11-10 06:00:00,677.3900,677.3900,677.3400,677.3400,230
2025-11-10 06:01:00,677.3500,677.3500,677.3500,677.3500,60
2025-11-10 06:02:00,677.5300,677.5900,677.5300,677.5400,1735
2025-11-10 06:03:00,677.5600,677.5700,677.5600,677.5700,110
2025-11-10 06:04:00,677.6100,677.6100,677.5600,677.5600,1487
2025-11-10 06:05:00,677.5100,677.5200,677.3200,677.3200,1135
2025-11-10 06:06:00,677.3100,677.3700,677.3100,677.3700,345
2025-11-10 06:07:00,677.2600,677.2600,677.2300,677.2300,1551
2025-11-10 06:08:00,677.2200,677.2200,677.0800,677.0800,987
2025-11-10 06:09:00,677.0700,677.0700,677.0500,677.0700,450
2025-11-10 06:10:00,677.0500,677.2400,677.0500,677.1800,1355
2025-11-10 06:11:00,677.1900,677.1900,677.1900,677.1900,370
2025-11-10 06:12:00,677.1900,677.2300,677.0900,677.0900,1295
2025-11-10 06:13:00,677.1500,677.1500,676.9900,676.9900,766
2025-11-10 06:14:00,677.0800,677.0800,677.0700,677.0700,829
2025-11-10 06:15:00,677.0300,677.1300,677.0300,677.1100,1440
2025-11-10 06:16:00,677.1600,677.1800,677.1100,677.1600,830
2025-11-10 06:17:00,676.9800,676.9800,676.9700,676.9700,320
2025-11-10 06:18:00,676.9800,676.9800,676.9100,676.9100,1694
2025-11-10 06:19:00,676.9000,676.9200,676.8500,676.8500,586
2025-11-10 06:20:00,676.8700,676.9200,676.8100,676.9200,4144
2025-11-10 06:22:00,677.0200,677.0200,677.0000,677.0000,361
2025-11-10 06:23:00,676.9000,676.9500,676.8800,676.9000,1520
2025-11-10 06:24:00,676.8800,676.8800,676.8300,676.8300,554
2025-11-10 06:25:00,676.7900,676.8300,676.7900,676.8000,625
2025-11-10 06:26:00,676.8200,676.8600,676.7600,676.7600,1318
2025-11-10 06:27:00,676.8500,676.9100,676.8500,676.8900,1371
2025-11-10 06:28:00,676.8900,676.9800,676.8900,676.9800,270
2025-11-10 06:29:00,676.8900,676.8900,676.8900,676.8900,169
2025-11-10 06:30:00,676.8600,676.8600,676.8100,676.8400,490
2025-11-10 06:31:00,676.8700,676.8700,676.8700,676.8700,50
2025-11-10 06:32:00,676.9300,676.9400,676.9100,676.9400,795
2025-11-10 06:33:00,676.8800,676.8800,676.8800,676.8800,60
2025-11-10 06:34:00,676.8500,676.8500,676.8500,676.8500,40
2025-11-10 06:35:00,676.8800,676.8800,676.8800,676.8800,98
2025-11-10 06:36:00,676.8700,676.9100,676.8700,676.9100,1024
2025-11-10 06:37:00,676.9100,677.0200,676.9100,677.0200,24348
2025-11-10 06:38:00,677.0300,677.0400,676.9800,676.9800,2106
2025-11-10 06:39:00,677.1200,677.1300,677.0500,677.1100,2700
2025-11-10 06:40:00,677.1300,677.2500,677.1300,677.2500,712
2025-11-10 06:41:00,677.2700,677.2700,677.2100,677.2100,160
2025-11-10 06:42:00,677.2400,677.2700,677.1900,677.2000,1435
2025-11-10 06:43:00,677.1500,677.1800,677.1200,677.1800,369
2025-11-10 06:44:00,677.1800,677.2200,677.1800,677.2100,2150
2025-11-10 06:45:00,677.2800,677.3900,677.2700,677.3300,1106
2025-11-10 06:46:00,677.4100,677.4700,677.4100,677.4600,2534
2025-11-10 06:47:00,677.4300,677.4500,677.4100,677.4100,340
2025-11-10 06:49:00,677.3500,677.3500,677.3100,677.3100,212
2025-11-10 06:50:00,677.3900,677.4000,677.3200,677.3200,3642
2025-11-10 06:51:00,677.3000,677.3000,677.2300,677.2300,328
2025-11-10 06:54:00,677.4300,677.5000,677.3900,677.5000,14664
2025-11-10 06:55:00,677.4900,677.5100,677.4400,677.4400,3457
2025-11-10 06:56:00,677.3800,677.3800,677.3400,677.3400,1470
2025-11-10 06:57:00,677.3500,677.3500,677.3500,677.3500,100
2025-11-10 06:58:00,677.4900,677.6200,677.4900,677.6200,4283
2025-11-10 06:59:00,677.5800,677.6500,677.5800,677.6500,907
2025-11-10 07:00:00,677.6500,677.6500,677.5000,677.6500,6448
2025-11-10 07:01:00,677.6610,677.7400,677.6500,677.6900,106259
2025-11-10 07:02:00,677.6500,677.7000,677.4400,677.5600,2173
2025-11-10 07:03:00,677.5500,677.5500,677.5100,677.5100,440
2025-11-10 07:04:00,677.5000,677.5100,677.4800,677.4900,330
2025-11-10 07:05:00,677.5000,677.5800,677.4500,677.4900,27202
2025-11-10 07:06:00,677.5100,677.5300,677.2200,677.2200,80715
2025-11-10 07:07:00,677.2000,677.2400,677.1000,677.1600,12950
2025-11-10 07:08:00,677.1300,677.1300,677.0000,677.0500,30028
2025-11-10 07:09:00,677.0600,677.1300,676.9500,677.1200,2834
2025-11-10 07:10:00,677.1300,677.1300,677.1300,677.1300,42
2025-11-10 07:11:00,677.2500,677.2500,677.1800,677.1800,701
2025-11-10 07:12:00,677.2000,677.2800,677.2000,677.2800,845
2025-11-10 07:13:00,677.2700,677.2700,677.1000,677.1000,1465
2025-11-10 07:14:00,677.1200,677.1700,677.0810,677.1500,3953
2025-11-10 07:15:00,677.1100,677.1200,677.0700,677.0700,445
2025-11-10 07:16:00,677.0500,677.0900,677.0000,677.0700,1460
2025-11-10 07:17:00,677.1200,677.1500,677.1200,677.1500,431
2025-11-10 07:18:00,677.1500,677.1500,677.0200,677.0200,1537
2025-11-10 07:19:00,677.0600,677.1100,677.0600,677.1100,180
2025-11-10 07:20:00,677.1300,677.2200,677.1300,677.2000,301
2025-11-10 07:21:00,677.1700,677.2600,677.1700,677.2300,3047
2025-11-10 07:22:00,677.2100,677.2100,677.1100,677.1100,5778
2025-11-10 07:23:00,677.0790,677.0790,677.0100,677.0500,1011
2025-11-10 07:24:00,677.1800,677.1800,677.0900,677.1600,6947
2025-11-10 07:25:00,677.1900,677.2400,677.1600,677.2000,1662
2025-11-10 07:26:00,677.1600,677.1900,677.0400,677.0500,17518
2025-11-10 07:27:00,677.0500,677.0600,676.9100,676.9200,6887
2025-11-10 07:28:00,677.0100,677.0300,676.9500,676.9500,6890
2025-11-10 07:29:00,676.9300,676.9500,676.9000,676.9500,1764
2025-11-10 07:30:00,676.9500,677.0600,676.9500,676.9700,3571
2025-11-10 07:31:00,677.0000,677.0100,676.9700,676.9700,5252
2025-11-10 07:32:00,676.9600,677.0200,676.9600,677.0200,1025
2025-11-10 07:33:00,677.0400,677.0500,677.0000,677.0500,2980
2025-11-10 07:34:00,677.0700,677.0700,676.9600,676.9700,459
2025-11-10 07:35:00,676.9600,677.1600,676.9600,677.1600,1780
2025-11-10 07:36:00,677.1700,677.2800,677.0200,677.0200,9251
2025-11-10 07:37:00,677.1200,677.1200,677.0300,677.0500,510
2025-11-10 07:38:00,677.1300,677.1500,677.0500,677.0500,1081
2025-11-10 07:39:00,676.9600,676.9600,676.9000,676.9500,963
2025-11-10 07:40:00,676.9700,676.9700,676.8800,676.8800,3495
2025-11-10 07:41:00,676.9300,676.9600,676.8800,676.9100,1532
2025-11-10 07:42:00,676.8800,677.1090,676.8800,677.0000,1110
2025-11-10 07:43:00,676.9200,677.0100,676.9200,677.0100,523
2025-11-10 07:44:00,677.0700,677.0700,677.0400,677.0400,830
2025-11-10 07:45:00,677.0900,677.0900,676.9900,676.9900,230
2025-11-10 07:46:00,677.0000,677.0600,677.0000,677.0300,604
2025-11-10 07:47:00,677.0100,677.0100,676.9400,676.9800,3239
2025-11-10 07:48:00,676.9710,676.9710,676.7900,676.7900,1823
2025-11-10 07:49:00,676.8000,676.8700,676.7900,676.8500,20478
2025-11-10 07:50:00,676.8600,677.0000,676.8600,677.0000,3164
2025-11-10 07:51:00,677.0100,677.0200,676.9900,676.9900,420
2025-11-10 07:52:00,677.0500,677.0600,677.0300,677.0500,240
2025-11-10 07:53:00,677.1000,677.1200,677.0600,677.1200,1931
2025-11-10 07:54:00,677.1300,677.2000,677.1100,677.1100,2418
2025-11-10 07:55:00,677.1700,677.1900,677.0900,677.1200,3815
2025-11-10 07:56:00,677.1100,677.1500,677.1000,677.1500,652
2025-11-10 07:57:00,677.1400,677.2000,677.1200,677.2000,4365
2025-11-10 07:58:00,677.2200,677.2900,677.1500,677.1500,2110
2025-11-10 07:59:00,677.1300,677.1500,677.1000,677.1100,1617
2025-11-10 08:00:00,677.5900,677.7316,676.7700,677.2300,66260
2025-11-10 08:01:00,676.2300,677.2600,675.8000,677.1500,1644
2025-11-10 08:02:00,677.1600,677.2400,675.3900,677.1900,25538
2025-11-10 08:03:00,677.2300,677.2300,677.1600,677.2300,8961
2025-11-10 08:04:00,677.2600,677.2600,677.1900,677.2000,575
2025-11-10 08:05:00,677.1400,677.1500,677.1100,677.1400,1527
2025-11-10 08:06:00,677.2000,677.2500,677.1500,677.2500,600
2025-11-10 08:07:00,677.3000,677.3500,677.2500,677.3200,4265
2025-11-10 08:08:00,677.3700,677.3800,677.2400,677.2900,1000
2025-11-10 08:09:00,677.3298,677.3299,677.2700,677.2800,1918
2025-11-10 08:10:00,677.2800,677.2800,677.1900,677.2500,686
2025-11-10 08:11:00,677.2200,677.2600,677.1800,677.2000,2530
2025-11-10 08:12:00,677.2000,677.2000,676.9500,677.0600,4972
2025-11-10 08:13:00,677.0700,677.1100,677.0400,677.0400,3790
2025-11-10 08:14:00,677.1100,677.1100,677.0500,677.0800,3898
2025-11-10 08:15:00,677.1300,677.1400,677.0800,677.0800,1010
2025-11-10 08:16:00,677.1400,677.1900,677.1200,677.1800,1002
2025-11-10 08:17:00,677.1800,677.1800,677.0600,677.0600,972
2025-11-10 08:18:00,677.0500,677.1100,677.0500,677.0700,1010
2025-11-10 08:19:00,677.0900,677.1000,677.0500,677.0700,3338
2025-11-10 08:20:00,677.0700,677.1400,677.0700,677.1100,2080
2025-11-10 08:21:00,677.0862,677.1600,677.0862,677.1600,609
2025-11-10 08:22:00,677.2300,677.2700,677.1710,677.2100,2585
2025-11-10 08:23:00,677.2400,677.2500,677.2400,677.2500,190
2025-11-10 08:24:00,677.3200,677.3200,677.2300,677.2300,1065
2025-11-10 08:25:00,677.1800,677.3100,677.1800,677.2299,11113
2025-11-10 08:26:00,677.1700,677.2700,677.1700,677.2700,2096
2025-11-10 08:27:00,677.3100,677.3400,677.3100,677.3300,778
2025-11-10 08:28:00,677.3500,677.4100,677.2900,677.3700,4211
2025-11-10 08:29:00,677.4200,677.4600,677.3900,677.4400,2067
2025-11-10 08:30:00,677.3700,677.4425,677.3700,677.4200,915
2025-11-10 08:31:00,677.3700,677.4400,677.3500,677.3800,3037
2025-11-10 08:32:00,677.3800,677.4700,677.3800,677.4700,3020
2025-11-10 08:33:00,677.4600,677.5700,677.4600,677.5700,7293
2025-11-10 08:34:00,677.5600,677.5600,676.0800,677.4693,2545
2025-11-10 08:35:00,677.4800,677.5600,677.4600,677.5600,1340
2025-11-10 08:36:00,677.5800,677.6000,677.5000,677.5400,2651
2025-11-10 08:37:00,677.5100,677.5500,677.4800,677.5400,1213
2025-11-10 08:38:00,677.5100,677.5700,677.5100,677.5700,1627
2025-11-10 08:39:00,677.5900,677.5900,677.3800,677.4500,17523
2025-11-10 08:40:00,677.4400,677.4500,677.3500,677.4200,3315
2025-11-10 08:41:00,677.4000,677.4200,677.3100,677.3300,2059
2025-11-10 08:42:00,677.3000,677.3000,677.2000,677.2500,4488
2025-11-10 08:43:00,677.2600,677.3200,677.2600,677.3200,317
2025-11-10 08:44:00,677.3400,677.4000,677.3100,677.3700,5558
2025-11-10 08:45:00,677.3500,677.3500,677.1000,677.1300,4098
2025-11-10 08:46:00,677.1800,677.2300,677.1800,677.2100,14003
2025-11-10 08:47:00,677.1700,677.2000,677.1099,677.1200,10352
2025-11-10 08:48:00,677.1200,677.1600,677.1000,677.1300,10630
2025-11-10 08:49:00,677.1000,677.1200,677.0300,677.0400,16343
2025-11-10 08:50:00,677.0600,677.1600,677.0600,677.1600,9792
2025-11-10 08:51:00,677.1300,677.2600,677.1100,677.2600,13534
2025-11-10 08:52:00,677.2700,677.3900,677.2500,677.3800,11486
2025-11-10 08:53:00,677.3900,677.4000,677.3400,677.3600,3787
2025-11-10 08:54:00,677.3900,677.4000,677.2400,677.2400,7254
2025-11-10 08:55:00,677.2799,677.3000,677.2400,677.2500,15042
2025-11-10 08:56:00,677.2800,677.5800,677.2800,677.5400,10044
2025-11-10 08:57:00,677.5500,677.7000,677.5200,677.6200,15883
2025-11-10 08:58:00,677.5899,677.6200,677.5300,677.5600,2282
2025-11-10 08:59:00,677.5400,677.5800,677.5100,677.5800,3786
2025-11-10 09:00:00,677.6000,677.6000,677.3400,677.3600,10439
2025-11-10 09:01:00,677.3900,677.5300,677.3500,677.5000,1962
2025-11-10 09:02:00,677.4600,677.5000,677.3900,677.4900,19914
2025-11-10 09:03:00,677.5000,677.5100,677.3700,677.3700,4069
2025-11-10 09:04:00,677.3700,677.4000,677.3200,677.3300,17693
2025-11-10 09:05:00,677.3000,677.3800,677.2700,677.2800,26560
2025-11-10 09:06:00,677.2800,677.2800,677.1000,677.1200,10913
2025-11-10 09:07:00,677.1100,677.1900,677.0800,677.1200,8279
2025-11-10 09:08:00,677.1600,677.2600,677.1200,677.2600,1144
2025-11-10 09:09:00,677.2200,677.3100,677.2200,677.2800,1982
2025-11-10 09:10:00,677.2800,677.3500,677.2518,677.3400,9161
2025-11-10 09:11:00,677.3500,677.3500,677.2207,677.2500,8772
2025-11-10 09:12:00,677.2200,677.2200,677.0600,677.0600,16349
2025-11-10 09:13:00,677.0400,677.1200,676.9800,677.1000,20602
2025-11-10 09:14:00,677.1100,677.1200,677.0000,677.0100,21265
2025-11-10 09:15:00,677.0000,677.1000,676.9700,676.9900,11823
2025-11-10 09:16:00,676.9800,677.0500,676.9500,677.0200,16960
2025-11-10 09:17:00,677.0100,677.1100,676.9300,677.1100,22971
2025-11-10 09:18:00,677.1300,677.1600,677.0400,677.0400,11693
2025-11-10 09:19:00,677.0200,677.1700,677.0200,677.1700,5236
2025-11-10 09:20:00,677.1800,677.3000,677.1800,677.1800,9429
2025-11-10 09:21:00,677.1700,677.4000,677.1700,677.3900,7160
2025-11-10 09:22:00,677.3500,677.3600,677.2800,677.3200,4257
2025-11-10 09:23:00,677.3100,677.4500,677.2500,677.4000,3027
2025-11-10 09:24:00,677.3700,677.3900,677.3000,677.3500,13532
2025-11-10 09:25:00,677.3900,677.6800,677.3800,677.5800,19877
2025-11-10 09:26:00,677.6400,677.6400,677.4500,677.5100,5951
2025-11-10 09:27:00,677.5200,677.5400,677.2900,677.3300,12594
2025-11-10 09:28:00,677.2200,677.3000,677.1400,677.2700,34794
2025-11-10 09:29:00,677.3000,677.4300,677.1200,677.2100,58169
2025-11-10 09:30:00,677.2400,677.8250,677.0300,677.7500,1378810
2025-11-10 09:31:00,677.7600,678.1300,677.6900,677.9600,671323
2025-11-10 09:32:00,677.9800,678.0700,677.5600,677.7500,376001
2025-11-10 09:33:00,677.7600,678.0400,677.6900,677.8550,443981
2025-11-10 09:34:00,677.8500,677.9900,677.7650,677.8001,349466
2025-11-10 09:35:00,677.8200,678.3700,677.8150,678.3300,437043
2025-11-10 09:36:00,678.3350,678.4300,678.1900,678.4200,446057
2025-11-10 09:37:00,678.4200,678.6200,678.3000,678.5250,323218
2025-11-10 09:38:00,678.5350,678.7100,678.4100,678.6000,347599
2025-11-10 09:39:00,678.6000,678.8535,678.5800,678.8000,271995
2025-11-10 09:40:00,678.8000,678.9600,678.7100,678.8100,317057
2025-11-10 09:41:00,678.8200,678.9525,678.7700,678.8200,247188
2025-11-10 09:42:00,678.8200,678.9500,678.6200,678.7050,381242
2025-11-10 09:43:00,678.7200,678.9000,678.4900,678.8950,219214
2025-11-10 09:44:00,678.9000,679.0900,678.6900,678.7700,299210
2025-11-10 09:45:00,678.7800,679.1300,678.7800,678.9050,324478
2025-11-10 09:46:00,678.9050,679.1700,678.8700,679.1500,196011
2025-11-10 09:47:00,679.1600,679.2000,678.7600,678.8700,375266
2025-11-10 09:48:00,678.8900,679.0000,678.5050,678.7000,244805
2025-11-10 09:49:00,678.6988,678.9100,678.5050,678.5800,227877
2025-11-10 09:50:00,678.5800,678.6000,678.1500,678.2700,644200
2025-11-10 09:51:00,678.2800,678.6295,678.2100,678.5900,229234
2025-11-10 09:52:00,678.5800,678.5900,678.2050,678.2200,222478
2025-11-10 09:53:00,678.2200,678.2900,678.0400,678.2350,166112
2025-11-10 09:54:00,678.2300,678.5193,678.2000,678.4300,126359
2025-11-10 09:55:00,678.4450,678.6600,678.3099,678.6100,151749
2025-11-10 09:56:00,678.5950,678.6300,678.2200,678.4500,129820
2025-11-10 09:57:00,678.4664,678.8500,678.4200,678.8500,145000
2025-11-10 09:58:00,678.8500,678.9500,678.7272,678.9405,135634
2025-11-10 09:59:00,678.9400,679.0400,678.5450,678.5450,226071
2025-11-10 10:00:00,678.5400,678.7700,678.3100,678.5550,256633
2025-11-10 10:01:00,678.5600,678.7400,678.3900,678.7000,173125
2025-11-10 10:02:00,678.7200,678.7200,678.4100,678.4700,167050
2025-11-10 10:03:00,678.4800,678.6800,678.3845,678.5100,86883
2025-11-10 10:04:00,678.5100,678.8400,678.4900,678.7400,144383
2025-11-10 10:05:00,678.7350,678.8748,678.5400,678.7200,159677
2025-11-10 10:06:00,678.7300,678.9100,678.5600,678.8100,170044
2025-11-10 10:07:00,678.8200,678.9100,678.6500,678.8112,109915
2025-11-10 10:08:00,678.7800,678.9650,678.7550,678.8100,96797
2025-11-10 10:09:00,678.8200,678.8600,678.5100,678.7100,131692
2025-11-10 10:10:00,678.7200,679.1300,678.7200,678.9900,231247
2025-11-10 10:11:00,679.0000,679.0150,678.8500,679.0000,140048
2025-11-10 10:12:00,678.9950,679.1800,678.9600,679.0300,189489
2025-11-10 10:13:00,679.0301,679.0500,678.8800,679.0000,88949
2025-11-10 10:14:00,679.0000,679.0350,678.4800,678.5800,170772
2025-11-10 10:15:00,678.5900,678.8100,678.5400,678.7650,117582
2025-11-10 10:16:00,678.7600,678.8200,678.6400,678.7450,85020
2025-11-10 10:17:00,678.7400,678.9000,678.6900,678.8850,153759
2025-11-10 10:18:00,678.8700,678.9600,678.6100,678.6500,95873
2025-11-10 10:19:00,678.6600,678.6600,678.1600,678.3300,172432
2025-11-10 10:20:00,678.3300,678.6300,678.2400,678.5850,94991
2025-11-10 10:21:00,678.5750,678.8328,678.5400,678.7900,130453
2025-11-10 10:22:00,678.7900,678.9050,678.6600,678.7500,86293
2025-11-10 10:23:00,678.7350,678.9100,678.7300,678.8700,139997
2025-11-10 10:24:00,678.8700,679.0500,678.8000,679.0400,122715
2025-11-10 10:25:00,679.0400,679.1800,678.9450,679.0200,195935
2025-11-10 10:26:00,679.0000,679.0300,678.7700,678.9600,90226
2025-11-10 10:27:00,678.9700,679.0700,678.8527,679.0100,125185
2025-11-10 10:28:00,679.0200,679.1900,678.9700,679.1300,95127
2025-11-10 10:29:00,679.1300,679.2200,678.7800,678.8600,132375
2025-11-10 10:30:00,678.8700,678.9900,678.6400,678.8300,187132
2025-11-10 10:31:00,678.8500,678.8500,678.6800,678.7500,85180
2025-11-10 10:32:00,678.7450,678.8878,678.5300,678.8400,169017
2025-11-10 10:33:00,678.8300,678.8301,678.5300,678.6700,112220
2025-11-10 10:34:00,678.6700,678.8400,678.6000,678.7100,120564
2025-11-10 10:35:00,678.7100,678.8600,678.6000,678.6300,113546
2025-11-10 10:36:00,678.6400,678.9699,678.6400,678.7800,123680
2025-11-10 10:37:00,678.8100,678.8100,678.4400,678.5200,125795
2025-11-10 10:38:00,678.5300,678.5700,678.1600,678.2544,102330
2025-11-10 10:39:00,678.2500,678.3400,678.0500,678.1300,126247
2025-11-10 10:40:00,678.1200,678.1800,677.9750,678.0400,127186
2025-11-10 10:41:00,678.0400,678.1300,677.8700,678.0400,151750
2025-11-10 10:42:00,678.0200,678.1500,677.8700,677.9600,124181
2025-11-10 10:43:00,677.9400,678.0592,677.8500,677.8700,109150
2025-11-10 10:44:00,677.8700,677.8850,677.7400,677.7550,173931
